"Dec_time","Dec_ZT_time","Condition","mean","SEM"
439,1399,"1 Male",0.714285714285714,0.23185790605734
440,1400,"1 Male",0.404761904761905,0.156394939965568
441,1401,"1 Male",0.595238095238095,0.212991315766116
442,1402,"1 Male",0.428571428571429,0.183977404633367
443,1403,"1 Male",1.02380952380952,0.446288208673543
444,1404,"1 Male",0.523809523809524,0.216180805833441
445,1405,"1 Male",0.547619047619048,0.196373571295493
446,1406,"1 Male",0.642857142857143,0.233195816216428
447,1407,"1 Male",0.595238095238095,0.192964295378623
448,1408,"1 Male",0.833333333333333,0.302749051193313
449,1409,"1 Male",1.14285714285714,0.49100081321021
450,1410,"1 Male",0.761904761904762,0.302543464610527
451,1411,"1 Male",0.476190476190476,0.157056605337113
452,1412,"1 Male",0.619047619047619,0.192641582403847
453,1413,"1 Male",0.428571428571429,0.196197467259268
454,1414,"1 Male",0.619047619047619,0.195632869060617
455,1415,"1 Male",0.714285714285714,0.213607133074907
456,1416,"1 Male",0.571428571428571,0.187107256944941
457,1417,"1 Male",0.523809523809524,0.174567975898129
458,1418,"1 Male",0.714285714285714,0.239253859234884
459,1419,"1 Male",0.595238095238095,0.215700581310324
460,1420,"1 Male",0.619047619047619,0.204344170492774
461,1421,"1 Male",0.547619047619048,0.174449127835404
462,1422,"1 Male",0.571428571428571,0.180793377173499
463,1423,"1 Male",0.571428571428571,0.187107256944941
464,1424,"1 Male",0.452380952380952,0.218755802185884
465,1425,"1 Male",0.761904761904762,0.331836693196861
466,1426,"1 Male",0.952380952380952,0.29307211924019
467,1427,"1 Male",1.11904761904762,0.303296600791281
468,1428,"1 Male",1.02380952380952,0.290156142109429
469,1429,"1 Male",1.02380952380952,0.299996312865641
470,1430,"1 Male",1.28571428571429,0.330918747612091
471,1431,"1 Male",1.28571428571429,0.400762505354098
472,1432,"1 Male",0.857142857142857,0.235056097219832
473,1433,"1 Male",1.0952380952381,0.24765924805456
474,1434,"1 Male",1.21428571428571,0.269502303554234
475,1435,"1 Male",1.11904761904762,0.264426671349105
476,1436,"1 Male",1.14285714285714,0.224956902754499
477,1437,"1 Male",1.97619047619048,0.249245307424331
478,1438,"1 Male",2.35714285714286,0.23567292777635
479,1439,"1 Male",2.73809523809524,0.289297125329972
480,0,"1 Male",2.78571428571429,0.425024033324315
481,1,"1 Male",2.5,0.285641686479036
482,2,"1 Male",2.23809523809524,0.242924314911639
483,3,"1 Male",2.11904761904762,0.202201532820617
484,4,"1 Male",2.47619047619048,0.264505093575539
485,5,"1 Male",2.28571428571429,0.241668883691335
